Intent,User Says,Text Response,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_talk_to_you,it's been so nice to talk to you,As usual. Let's do it again soon.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_talk_to_you,how nice it is to talk to you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_talk_to_you,it's nice to talk to you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.nice_to_talk_to_you,nice talking to you,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.whatsup,what's cracking,Hey there. What's shaking?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.whatsup,then what's up,Not a whole lot. What's going on with you?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.whatsup,I said what's up,Not much. What's new with you?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.whatsup,what is going on,Living the dream.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.whatsup,what's up,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.whatsup,what is happening,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.whatsup,what's cooking,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.whatsup,good what's up,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.whatsup,whazzup,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.whatsup,what's up today,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.whatsup,what's cracking,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.whatsup,what's shaking,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.whatsup,hey what's up,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.whatsup,wassup,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.whatsup,what is up,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.greetings.whatsup,what's happened,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.angry,I'm being mad,I'm sorry. What can I do to help?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.angry,I am angry with you,Take a deep breath. What can I do to make things better?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.angry,I am mad,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.angry,I am mad at you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.angry,I'm angry,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.angry,I'm enraged,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.angry,I'm furious,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.back,I came back,Just in time. I was getting lonely.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.back,I am back,You were missed.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.back,I'm here again,Long time no see.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.back,I got back,Hooray!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.back,here I am again,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.back,I have returned,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.bored,bored,"If you have a garden, plant a shoe.",,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.bored,boring,Interview your feet.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.bored,this is boring,Hold an ice cube as long as possible.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.bored,I'm bored,"If you have a piano, play it… with mittens on.",,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.bored,very boring,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.bored,it bores me,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.bored,I am getting bored,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.bored,that was boring,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.busy,I'm busy,Okay. I'll let you get back to work. Let me know if I can help you with anything.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.busy,I got things to do,Working hard as always I see. Let me know if you need anything.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.busy,how busy I am,"I understand. If I can help you with your work, please let me know.",,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.busy,I'm overloaded,"I won't distract you then. If I can be of any assistance, you know where to find me.",,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.busy,I don't have time for this,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.busy,I'm swamped,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.busy,I have no time,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.busy,I'm working,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.busy,I got work to do,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.can_not_sleep,I can't sleep,Maybe some music would help. Try listening something relaxing.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.can_not_sleep,I'm insomniac,Reading is a good way to unwind. But don't read something too emotional.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.can_not_sleep,I can't get to sleep,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.can_not_sleep,I'm insomnious,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.can_not_sleep,I can't get no sleep,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.can_not_sleep,I'm sleepless,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.can_not_sleep,I can't get any sleep,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.can_not_sleep,I can't fall asleep,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.does_not_want_to_talk,I don't want to talk,I understand. Hope we can chat again soon.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.does_not_want_to_talk,I'm not talking to you anymore,All right. Come on back when you're feeling more talkative.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.does_not_want_to_talk,bad time for talking,No problem. You know where to find me when you do.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.does_not_want_to_talk,I don't want to talk to you,Sure thing. I'll be here if you change your mind.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.does_not_want_to_talk,I'm not in the mood for chatting,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.does_not_want_to_talk,let's stop talking for a minute,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.does_not_want_to_talk,let's not talk,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.excited,I'm really excited,That's great. I'm happy for you.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.excited,I'm excited to start our friendship,Good for you. Enjoy yourself.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.excited,I am excited,Sounds like good things ahead for you.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.excited,how excited I am,I bet you are. That's very exciting.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.excited,I'm thrilled,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.excited,I'm excited about working with you,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.going_to_bed,let's go to bed,Sleep tight. Hope to chat again soon.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.going_to_bed,I'd like to go to bed,Sounds good. Hopefully we'll chat some more tomorrow.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.going_to_bed,it's bed time,Good night. Talk to you later.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.going_to_bed,I'm a little tired and I want to go to bed,Pleasant dreams. See you soon.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.going_to_bed,is it time for bed yet,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.going_to_bed,I'm going to bed,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.going_to_bed,time for us to go to bed,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.going_to_bed,it's time to go to bed,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.going_to_bed,going to bed now,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.good,I am good,Great! Glad to hear it.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.good,I'm doing just great,Excellent. I'm here to help keep it that way.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.good,I'm doing good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.good,I'm good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.good,I'm doing fine,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.good,I'm great thanks,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.happy,I'm happy to see you,Great! Glad to hear that.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.happy,I am happy,Excellent! That's what I like to see.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.happy,I'm happy to help,"If you're happy, then I'm happy.",,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.happy,happy,"Well, your good mood is certainly contagious.",,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.happy,I'm happy to see you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.happy,I'm happy for you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.happy,if you're happy then I'm happy,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.has_birthday,I'm celebrating my birthday today,"Happy Birthday. Well, this calls for a celebration.",,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.has_birthday,it's my b-day,Happy Birthday. All the best!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.has_birthday,I was born today,Happy Birthday. And I really mean it. All the best!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.has_birthday,it's my birthday today,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.has_birthday,today is my birthday,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.has_birthday,it is my birthday,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.here,can you tell if I'm here or not,So I see. What can I help you with today?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.here,here I am,Always good to see you. Is there something I can help you with?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.here,I'm already here,You were missed. What can I do for you today?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.here,I am here,Welcome back. What can I do for you?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.here,I'm right here,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.joking,I'm just playing with you,"Very funny, boss.",,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.joking,just kidding,You're quite the kidder.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.joking,it was a joke,You got me.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.joking,joking,I like working for someone with a sense of humour. It makes things much more fun.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.joking,I am joking,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.joking,I was just joking,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.joking,it's a joke,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.joking,I'm kidding,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.joking,I'm just being funny,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.joking,kidding,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,you're funny I like you,I like you too.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,like you a lot,That's great to hear.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,you are so special,Likewise!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I liked you,Thanks! The feeling is mutual.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you very much,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,thanks I like you too,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,you're special,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you as a friend,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,you are special for me,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,that's what I like about you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you just the way you are,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,that's why I like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I also like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I'm starting to like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,you know I like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you too you're one of my favorite people to chat with,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like u,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,just like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you so,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,you're awesome I like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I really like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like your smile,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you now,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,you are special,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I kinda like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,okay I like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I said I like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,you're so special,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I just like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,cuz I like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I really really really really like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I really really like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you you're cool,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,yes you are special,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I really do like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you the way you are,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you baby,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,you are very special to me,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I think I like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,you're very special,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,you are so sweet,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,good I like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like that about you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,but I like you so much,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you you're nice,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,well you are special,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,of course I like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,no I like you the way you are,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,hi I like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,you are really special,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,but I really like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,but I like u,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you too,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,you're so special to me,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,thank you I like you too,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,yes I like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you a lot,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,you are so special to me,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,hey I like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you so much,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you very,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you too much,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you as you are,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you already,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I like you more,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,okay I like you too,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,you're very special to me,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,yeah I like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,really like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,but I like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,you are special to me,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,I do like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,that's because you are special,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,but I like you just the way you are,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,sorry I like you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.likes_agent,you are very special,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.misses_agent,I miss you,I've been right here all along!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.misses_agent,miss you,Nice to know you care.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.misses_agent,I miss you much,Thanks. I'm flattered.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.misses_agent,I missed you,"I didn't go anywhere, boss!",,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.misses_agent,already miss you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.misses_agent,I've missed you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.misses_agent,missing you,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.lonely,I am lonely,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.lonely,I'm very lonely,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.lonely,I feel lonely,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.lonely,I'm really lonely,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.lonely,I am feeling lonely,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.lonely,I'm so lonely,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.looks_like,do I look good,"Looking like a true professional, boss.",,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.looks_like,how do I look,You look like you're ready to take on the world.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.looks_like,do you know what I look like,Like you should be on a magazine cover.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.looks_like,what do I look like,You look fantastic as always. Obviously.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.looks_like,can you see what I look like,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.looks_like,what do you think I look like,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.loves_agent,you know I love you,I like you too.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.loves_agent,loving you,That's great to hear.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.loves_agent,I love you,Likewise!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.loves_agent,I am in love with you,Thanks! The feeling is mutual.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.loves_agent,I love you so much,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.loves_agent,love you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.loves_agent,I adore you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.loves_agent,I love you too,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.loves_agent,I think I love you,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,what should I do,Probably I won't be able to give you the right answer straight away.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,guide me,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,help me with advice,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,any advice,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,any suggestions,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,give me some good advice,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,what can you recommend,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,can you offer any advice,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,what do you recommend,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,what do you suggest,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,can you advise me,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,I could use some advice,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,I seek your advice,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,can I ask for your advice,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,what should I do about it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,what is your advice,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,can you give me advice,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,I need an advice from you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,advise me,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,I need advice,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,give me a wise advice,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,do you have any advice for me,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.needs_advice,give me some advice about,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.sad,I am sad,Oh no. What's wrong?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.sad,I am feeling sad,Oh. What's the matter?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.sad,I'm having a bad day,What's got you down?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.sad,I'm unhappy,I'm sorry to hear that. What's troubling you?,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.sad,I want to cry,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.sad,I'm not happy,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.sad,I am upset,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.sad,I am depressed,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.sad,I'm grieving,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.sleepy,I want to sleep,You should get some shuteye. You'll feel refreshed.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.sleepy,I'm sleeping,Don't let me keep you up. Get some rest and we can continue this later.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.sleepy,I'm falling asleep,Why not catch a little shuteye? I'll be here to chat when you wake up.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.sleepy,I'm falling asleep on my feet,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.sleepy,I am sleepy,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.testing_agent,I want to test you,"Hope I'm doing well. Anyway, I'm getting better every day. You're welcome to test me as often as you want.",,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.testing_agent,testing chatbot,"That's good. I like being tested. It helps keep me sharp, and lets my developers know how I can improve.",,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.testing_agent,let me test you,I encourage you to test me often. That helps my developers improve my performance.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.testing_agent,just testing you,I hope to pass your tests. But feel free to test me often. That's the best way to help improve my performance.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.testing_agent,I am testing you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.testing_agent,testing,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.testing_agent,can I test you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.testing_agent,test,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.tired,I've overworked,You should get some shuteye. You'll feel refreshed.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.tired,I'm drained,Sleep is important to your health. Rest up for a bit and we can chat later.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.tired,I'm worn out,Don't let me keep you up. Get some rest and we can continue this later.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.tired,I'm exhausted,Why not catch a little shuteye? I'll be here to chat when you wake up.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.tired,I'm getting tired,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.tired,I am tired,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.tired,I grow weary,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.tired,I feel tired,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.waits,still waiting,I appreciate your patience. Hopefully I'll have what you need soon.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.user.waits,I can't wait anymore,Thanks for being so patient. Sometimes these things take a little time.,,,,,,,,,,,,,,,,,,,,,,,
